Title,Ingredients,Steps,Ingredients Cleaned
Sapi Lada Hitam (Beef Blackpepper),"250 gr daging sapi has dalam, iris tipis berlawanan dengan serat--3 bh bawang putih, cincang halus--2 bh bawang merah, cincang halus--1/2 bh bawang bombay, iris tipis--1/2 bh paprika merah (dapat diganti cabe merah), iris memanjang--1/2 bh paprika hijau (dapat diganti cabe hijau), iris memanjang--Secukupnya lada hitam (bubuk/butiran)--Secukupnya air matang (lebih baik menggunakan kaldu sapi)--Bahan marinasi:--7 sdm saos tiram--2 sdm kecap asin--2 sdm kecap manis--Secukupnya lada hitam bubuk--","1) Rebus daging sapi dengan api sedang hingga empuk (simpan kaldu sapi untuk bahan tumis)
2) Lumuri daging sapi yang telah direbus dengan bahan marinasi. Lalu diamkan 1-2 jam (lebih baik lagi semalaman) dan simpan di dalam kulkas
3) Setelah daging sapi di marinasi, tumis bawang putih dan bawang merah hingga berbau sedap
4) Masukkan daging yang telah dimarinasi dan diikuti dengan air sedikit demi sedikit
5) Diamkan hingga air mengental
6) Masukkan bawang bombay, paprika merah, paprika hijau, dan lada hitam. Kemudian aduk-aduk hingga tercampur rata
7) Cicipi dan koreksi rasa
8) Sapi lada hitam siap dihidangkan ditengah keluarga","daging sapi has , tipis berlawanan serat , bawang putih , cincang halus , bawang merah , cincang halus , bawang bombai , tipis , paprika merah diganti cabe merah , memanjang , paprika hijau diganti cabe hijau , memanjang , lada butiran , air matang kaldu sapi , marinasi , saos tiram , kecap asin , kecap manis , lada"
Semur Lidah Sapi,"500 gr Lidah sapi--Secukupnya air kaldu rebusan lidah sapi--1 buah tomat, iris--40 ml kecap manis, sesuaikan selera--sedikit pala/ bubuk pala--sesuai selera bawang goreng--✔ Bumbu halus--1 sdt merica--6 butir kemiri--4 siung bawang putih--","1) Rebus lidah sapi hingga empuk atau presto selama 20 menit, sisihkan kaldunya.
2) Bersihkan lidah sapi dari permukaannya yg kasar, potong sesuai selera
3) Tumis bumbu halus hingga harum dan kemiri matang kecoklatan, tambahkan air kaldu
4) Masukan lidah sapi yang telah dipotong dan tambahkan kecap juga tomat dan pala, aduk sesekali hingga bumbu meresap dan kuah mengental diatas api sedang.
5) Taburkan bawang goreng, semur lidah sapi siap dihidangkan.","lidah sapi , air kaldu rebusan lidah sapi , tomat , kecap manis , pala pala , bawang goreng , bumbu halus , merica , kemiri , bawang putih"
Rendang Daging Sapi,1 kg daging sapi potong potong (ukuran sesuai selera)--2 kaleng santan cair(@800ml)--5 siung bawang merah diiris tipis tipis--2 siung bawang putih diiris tipis--Garam--Merica--Kaldu sapi--2 lbr daun jeruk--1 lbr daun salam--1 sdm kunyit bubuk--4 buah cabe kering iris tipis--,"1) Tumis bawang merah dan putih hingga harum. Masukkan daun jeruk dan daun salam aduk hingga rata. Tambahkan cabe kering aduk kembali. Setelah semua bahan layu dan harum, masukkan garam, merica, kunyit bubuk dan kaldu sapi. Aduk hingga rata.
2) Setelah seluruh bahan tercampur rata, tambahkan santan cair dan aduk kembali.
3) Masukkan daging sapi sebelum santan mendidih, agar tekstur daging tidak rusak. Aduk hingga rata dan aduk secara perlahan hingga santan mendidih.
4) Proses hingga santan mulai mengering akan ditandai dengan warna santan menjadi lebih gelap dan muncul banyak minyak dari santan tersebut.
5) Disini waktu yang dibutuhkan hingga santan mulai menjadi kental sekitar 2 jam dengan api sedang dan kompor listrik.
6) Cek rasa sambil diaduk.
7) Rendang siap dihidangkan.","daging sapi potong potong , kaleng santan cair , bawang merah diiris tipis tipis , bawang putih diiris tipis , garam , merica , kaldu sapi , daun jeruk , daun salam , kunyit , cabe kering tipis"
Soto Daging sapi khas Jawa Timur,"500 gr daging sapi (saya pakai 250 gr sengkel, 250 gram tetelan)--Bumbu halus:--10 siung bawang merah--6 siung bawang putih--1 ruas jahe--2 sdt (ceper) ketumbar sangrai--4 kemiri sangrai--2 ruas jari kunyit bakar--secukupnya Garam--secukupnya Gula--1/2 sdt merica bubuk--Penyedap jamur secukupnya (optional)--Pelengkap:--Daun bawang, seledri--Tauge rebus--Bawang goreng--Kerupuk udang--Jeruk nipis--Sambel:--30 biji cabe rawit merah dikukus atau direbus sampai matang lalu dihaluskan, tambahkan sedikit air panas--","1) Didihkan air kurleb 1,5 liter, masukkan daging.. rebus 5 menit buang airnya, ganti baru. Rebus kembali daging sapi sampai empuk
2) Tumis bumbu halus sampai harum, masukkan daun jeruk dan sereh,tumis sampai harum
3) Masukkan bumbu ke dalam rebusan daging, tambahkan garam, gula, merica,penyedap jamur. Koreksi rasa.. masak hingga daging benar-benar empuk dan bumbu meresap. Siap disajikan. Beri pelengkap","daging sapi sengkel , tetelan , bumbu halus , bawang merah , bawang putih , jahe , ceper biji ketumbar , kemiri , kunyit , garam , gula , merica bubuk , penyedap jamur , pelengkap , daun bawang , seledri , tauge rebus , bawang goreng , kerupuk udang , jeruk nipis , sambel , biji cabe rawit merah dikukus direbus matang dihaluskan , tambahkan air panas"
Beef broccoli jagung muda pedas,1/4 kg daging sapi has dalam--3 siung bawang putih (cincang halus)--1 siung bawang bombay yg kecil (iris memanjang)--1 bonggol brokoli--3 buah jagung muda--5 buah cabe rawit merah--5 buah cabe rawit hijau--1 sdm mentega--2 sdm minyak sayur--Bahan marinasi:--2 sdm kecap manis--2 sdm kecap asin--2 sdt minyak wijen--1 bngkus ladaku--,"1) Langkah pertama adalah potong2 tipis daging sapi. Letakkan didalam wadah, lalu masukkan bahan marinasi seperti kecap manis, kecap asin, minyak wijen dan ladaku. Aduk2 hingga rata, dan letakkan d dalam kulkas kurleb 2 jam supaya bumbu meresap.
2) Potong2 sayuran dan cuci hingga bersih. Sisihkan
3) Iris2 bombay dan bawang putih.
4) Siapkan teflon, tambahkan 2 sdm minyak sayur. Jika sudah panas masukkan bawang putih, tumis hingga harum. Kemudian masukkan daging, aduk2 kurleb 1 menit kemudian masukkan irisan cabe rawit dan sayuran, aduk2 hingga rata lalu masukkan bawang bombay dan mentega. Aduk2 hingga rata, diamkan kurleb 2 menit lalu matikan kompor. (Saya suka sayur yg masih garing, jd masaknya tidak trlalu lama).
5) Beef broccoli jagung muda pedas siap untuk disajikan 🤗🤗","daging sapi has , bawang putih cincang halus , bawang bombai memanjang , bonggol brokoli , jagung muda , cabe rawit merah , cabe rawit hijau , mentega , minyak sayur , marinasi , kecap manis , kecap asin , minyak wijen , bngkus ladaku"
Mie Daging Sapi Lezat #pr_anekamiekuah,"Bahan :--300 gram daging sapi cincang--1 siung bawang bombay, cincang halus--3 siung bawang merah, iris--1 helai daun bawang, iris tipis--1/2 sdt merica putih bubuk--1/2 sdt merica hitam bubuk--Secukupnya Kecap manis--2 sdm saos tiram--1 sdm Kecap asin--Secukupnya garam, kalo dirasa kurang asin--Secukupnya gula pasir, untuk penyeimbang rasa--Secukupnya air--1 sdt terigu, larutkan dgn sedikit air--Minyak bawang :--300 gram kulit ayam--6 siung bawang putih, geprek--100 ml minyak goreng--Kuah :--1,5 liter air kaldu rebusan ceker dan tulang ayam--3 siung bawang putih geprek--Secukupnya merica bubuk--Secukupnya garam--Secukupnya kaldu bubuk--1 batang daun bawang, potong--Pelengkap :--Mie telur rebus--Kecap asin--Sawi ijo rebus--Baso sapi rebus--Mentimun--Saus sambal--Kecap--iris Daun bawang--Bawang merah goreng--","1) Buat daging kecap : tumis bawang bombay dan bawang putih sampai wangi, daging sapi cincang masak sampai berubah warna. Masukkan air dan bumbu2. Masak sampai menyusut air menyusut, lalu beri larutan terigu. Aduk lagi sampai rata. Selesai.
2) Buat minyak bawang : dalam wajan teflon masak kulit ayam sampai kering, beri minyak dan bawang putih, biarkan sampai wangi dan menguning bawangnya. Sisihkan.
3) Buat kuah : didihkan air kaldu beri bumbu lalu daun bawang (saya pake presto selama 7 menit)
4) Penyajian : ambil 1 sdm minyak bawang, 1 sdm kecap asin, sedikit merica bubuk. Taruh sawi ijo, mi basah, aduk rata. Beri toping daging kecap, baso dll. Sajikan dgn pelEngkap.","daging sapi cincang , bawang bombai , cincang halus , bawang merah , daun bawang , tipis , merica putih bubuk , merica hitam bubuk , kecap manis , saos tiram , kecap asin , garam , kalo dirasa asin , gula pasir , penyeimbang , air , terigu , larutkan dgn air , minyak bawang , kulit ayam , bawang putih , geprek , minyak goreng , kuah , air kaldu rebusan ceker tulang ayam , bawang putih geprek , merica bubuk , garam , kaldu bubuk , batang daun bawang , potong , pelengkap , mie telur rebus , kecap asin , sawi ijo rebus , baso sapi rebus , mentimun , saus sambal , kecap , daun bawang , bawang merah goreng"
Beef Bulgogi,250 gram tenderloin--1 buah paprika iris kotak--2 sdm margarin utk menumis--Bahan marinasi:--3 siung bawang putih uleg halus--1 cm jahe uleg halus--1/2 bawang bombay iris melintang--2 sdt saos tiram--1 sdt kecap manis--1 sdt lada hitam--1 sdt madu--Secukupnya garam--Secukupnya gula--Bahan pelengkap:--2 batang daun bawang iris tipis--1 sdt wijen--,"1) Potong tipis tenderloin. Masukan bahan marinasi. Aduk rata. Masukan dalam wadah tertutup.
2) Diamkan dalam kulkas (saya semalaman)
3) Panaskan margarin. Masukan tenderloin yg sudah dimarinasi.
4) Tumis hingga daging matang dan bumbu meresap sempurna. Jangan lupa cek rasa dan masukan paprika.
5) Angkat, taburi wijen dan daun bawang diatasnya, sajikan dg nasi panas-panas.","tenderloin , paprika kotak , margarin utk menumis , marinasi , bawang putih uleg halus , jahe uleg halus , bawang bombai melintang , saos tiram , kecap manis , lada hitam , madu , garam , gula , pelengkap , batang daun bawang tipis , wijen"
Pindang Iga Sapi Khas Palembang,"1 kg iga sapi, potong sesuai selera--Air secukupnya utk merebus--Bumbu halus (saya digongseng dulu) :--8 bh bawang merah--5 bh bawang putih--4 cm kunyit--3 cm jahe--3 cm lengkuas--3 cm serai ambil bagian putihnya--5 bh cabe rawit merah--5 bh cabe merah--Bahan pelengkap :--2 btg serai, geprek--1 ruas jari lengkuas, geprek--1/2 ruas jari jahe, geprek--1 btg daun bawang, iris memanjang--3 sdm air asam jawa--1 bh tomat, belah 6--1/2 sdm gula merah bisa diganti gula putih--secukupnya Garam dan merica--15 bh cabe rawit merah, buang buntut--1 sdm kecap manis--","1) Cuci bersih iga, kemudian rebus iga, beri air secukupnya sampai iga tenggelam, rebus hingga iga agak empuk, tiriskan, untuk kaldunya diamkan bbrp saat, jika sudah dingin buang lemaknya
2) Tumis bumbu halus dengan sedikit minyak, masukkan serai, jahe, lengkuas, daun salam, tumis sampai harum
3) Tambahkan air biasa sebanyak 750 ml, kemudian masukkan air asam jawa, garam dan merica, biarkan hingga mendidih
4) Kemudian masukkan iga, tambahkan 750ml kuah rebusan iga terlebih dahulu lemak sudah dibuang
5) Tambahkan kecap manis dan gula merah, aduk rata, biarkan iga sampai empuk, jika air menyusut boleh ditambahkan air sisa rebusan
6) Setelah iga empuk masukkan cabe rawit, aduk rata, masukkan potongan tomat, aduk rata lagi kemudian koreksi rasa, biarkan mendidih lagi, masukkan daun bawang, aduk rata, matikan kompor jika sudah mendidih kembali
7) Angkat dan sajikan, pindang iga khas palembang ini sungguh segar dan kaya akan bumbu, nikmat dengan ditemani nasi hangat
8) Selamat mencoba","iga sapi , potong , air utk merebus , bumbu halus digongseng , bawang merah , bawang putih , kunyit , jahe , lengkuas , serai ambil putihnya , cabe rawit merah , cabe merah , pelengkap , serai , geprek , lengkuas , geprek , jahe , geprek , btg daun bawang , memanjang , asam jawa , tomat , belah , gula merah diganti gula putih , garam merica , cabe rawit merah , buang buntut , kecap manis"
"Sop iga sapi, berempah","1/2 kg iga sapi--2 btg wortel, potong2--2 bh kentang, potong2--2 btg daun bawang, iris--2 btg daun seledri, simpulkan--6 btr bawang merah--4 siung bawang putih--1/2 sdt lada--1 ruas jahe, geprek--4 btr cengkeh--4 btr kapulaga--1/2 biji pala, geprek--4 btr bunga lawang--garam, sedikit gula--","1) Rebus iga sapi, masak hingga air mendidih, buang busa yang ada, masukkan daun seledri, rempah2 lain
2) Tumis 2 bawang + lada yang telah dihaluskan hingga harum,masukkan dlm rebusan daging
3) Masak terus hingga daging empuk dan matang, cicipi rasa, masukkan kentang, wortel, beri daun bawang jika disajikan","iga sapi , btg wortel , potong , kentang , potong , btg daun bawang , btg daun seledri , simpulkan , bawang merah , bawang putih , lada , jahe , geprek , cengkeh , kapulaga , pala , geprek , bunga lawang , garam , gula"
Semur daging sapi + telor puyuh,1 kg daging sapi (potong sesuai selera)--1/2 kg telor puyuh--Bumbu halus:--8 butir kemiri--1 sdt lada--1 pucuk jari pala--8 siung bawang merah--4 siung bawang putih--1 buah cabe keriting--Bumbu rempah--1 ruas lengkuas (keprek)--4 lembar daun jeruk--3 lembar daun salam--4 lembar daun bawang (sisir panjang)--Secukupnya bawang goreng--Secukupnya kecap--Secukupnya penyedap--,"1) Rebus telor puyuh sampai matang,buang airnya ganti dengan air dingin,kemudian kupas kulitnya sisihkan di baskom
2) Daging yg sudah di potong2 siram dengan air (pindahkan ke saringan yg lubang nya agak lebar2, di siram aja ya jangan lama2 kena air ntar ngga enak daging nya)tapi klw lebih enak lagi sih ngga usah di cuci,setelah itu pindahkan daging ke baskom lumuri dengan kecap bango aduk rata dan biarkan selama 15 menit
3) Sambil menunggu kecap meresap dengan daging kita blender /uleg bumbu halus,kalau sudah tumis bumbu halus dan bumbu rempah sampai matang dan harum,kemudian masukan daging sapi aduk sampai keluar air beri 1 bungkus masako,beri kecap bango lagi,aduk rata tambahkan air secukupnya sampai daging terendam semua,tutup wajannya,biarkan daging sampai empuk, sesekali di lihat jangan sampai airnya asat
4) Kalau daging sudah mulai empuk masukan telor puyuh nya biarkan lagi sampai daging benar2 empuk sekali dan bumbu juga meresap sm telor puyuh koreksi rasa kurang asin atau kurang kecap atau apa sesuai selera,kemudian tambahkan daun bawang,aduk sebentar lalu matikan,taburkan bawang goreng
5) Selesai","daging sapi potong , telor puyuh , bumbu halus , kemiri , lada , pucuk pala , bawang merah , bawang putih , cabe keriting , bumbu rempah , lengkuas keprek , daun jeruk , daun salam , daun bawang sisir panjang , bawang goreng , kecap , penyedap"
Tongseng Sapi Tanpa Santan,"1 kg daging sapi (aku pakai daging has dalam), iris kecil2--1/2 bongkah kobis, iris kasar, agak besar--1 buah tomat, iris jadi 4 (bisa ditambah kalau suka)--6 buah cabe rawit merah, tidak diiris--1 batang sereh, geprek--2 ruas jari jahe, geprek--2 ruas jari laos, geprek--3 lembar daun jeruk, remas2--4 lembar daun salam--2 sdm minyak goreng untuk menumis--2 sdm kecap manis--250 ml Air--secukupnya Garam--secukupnya Gula--Penyedap rasa secukupnya (bila suka)--Bumbu Halus--7 butir bawang merah--4 butir bawang putih--3 butir kemiri--1 ruas jari, kunyit--3 buah cabe merah keriting--3/4 sdm ketumbar--1/2 sdm merica--","1) Rebus daging dengan air dingin, kemudian tunggu sampai air mendidih dan kotoran terangkat. Kemudian buang airnya, tidak usah sampai matang dagingnya. Tiriskan daging dan buang air bekas merebus
2) Tumis bumbu halus sampai setengah matang kemudian masukkan jahe, laos, sereh daun jeruk dan salam
3) Masukkan daging dan bolak balik hingga tercampur dengan bumbu. Diamkan sebentar agar bumbu meresap (1-2 menit)
4) Masukkan air, kecap, gula, garap, dan penyedap rasa. Kemudian diamkan hingga mendidih dan daging empuk.
5) Masukkan cabe, kobis, dan tomat
6) Masak sebentar, hingga sayuran matang. Boleh tambahkan air panas sedikit apabila suka yang berkuah banyak","daging sapi daging has , bongkah kobis , kasar , tomat , ditambah suka , cabe rawit merah , diiris , serai , geprek , jahe , geprek , laos , geprek , daun jeruk , remas , daun salam , minyak goreng menumis , kecap manis , air , garam , gula , penyedap suka , bumbu halus , bawang merah , bawang putih , kemiri , kunyit , cabe merah keriting , ketumbar , merica"
Sapi Lada hitam ala saya,1/4 daging sapi lulur dalam.--1 bj bawang bombay.--1 sdm lada hitam butiran.--secukupnya Kecap asin--secukupnya Saos tiram--secukupnya Kecap manis--secukupnya Merica--secukupnya Gula--Paprika merah/hijau--Visin(optional)--,"1) Cuci daging sapi...iris tipis tipis...
2) Potong bawang bombay dan paprika sesuai selera..
3) Haluskan merica hitam
4) Siapkan penggorengan...masukkan bawang bombay kalau sudah agak layu masukkan daging..
5) Tambahkan kecap manis...asin...saos tiram..merica..gula...tambahkan air secukupnya
6) Test rasa...kalau ada yg kurang boleh di tambahkan sesuai selera...tunggu sampai daging empuk...
7) Terakhir maksukkan paprika...
8) Angkat dan sajikan...","daging sapi lulur , bj bawang bombai , lada hitam butiran , kecap asin , saos tiram , kecap manis , merica , gula , paprika merah hijau , visin"
Sup Kacang Daging Sapi,"250 gr daging sapi--200 gr kacang dul (bisa diganti dengan kacang merah)--beberapa lembar sawi putih--2 batang daun bawang merah--5 siung bawang merah--3 siung bawang putih--1 sdt lada bubuk--secukupunya garam, gula dan kaldu jamur--Air--","1) Cuci bersih daging, potong dadu dan rebus 15 menit kemudian buang airnya. Rebus lagi dengan air baru.
2) Cuci kacang, rendam selama 1 jam
3) Setelah daging sudah mulai empuk, masukkan kacang yang. Masak hingga kacang lunak.
4) Sambil menunggu kacang dan daging empuk, iris tipis bawang merah dan bawang putih. Tumis hingga harum. Masukkan tumisan bawang ke panci rebusan daging dan kacang.
5) Beri lada bubuk, garam, gula dan sedikit kaldu jamur. Aduk rata. Terakhir masukkan sawi putih dan daun bawang merah. Angkat dan sajikan...","daging sapi , kacang dul diganti kacang merah , sawi putih , batang daun bawang merah , bawang merah , bawang putih , lada , secukupunya garam , gula kaldu jamur , air"
Dendeng Sapi Padang,Daging sapi--Bawang merah--Bawang putih--Cabe merah keriting--Cabe rawit--Tomat--Penyedap--Garam--,"1) Presto daging sampe aga lunak ya mom.. tp jgn terlalu lunak karena nanti kan di geprek takutnya hancur
2) Blender kasar bumbu smua nya. Kalo yg rajin sih bagus nya di ulek ya mom supaya tekstur nya ga terlalu lembut. Kalo aku sih di blender aja karna mager
3) Goreng daging yg udah di geprek (irisan kaya untuk gepuk)
4) Tumis bumbu yg udah di haluskan dan masukan daging yg udah digoreng tadi deh
5) Sajikan pada yang tersayang","daging sapi , bawang merah , bawang putih , cabe merah keriting , cabe rawit , tomat , penyedap , garam"
